Brand,Country,Delivered.to.Client.Date,Delivery.Recorded.Date,Dosage,Dosage Form,Fulfill.Via,ID,Item.Description,Manufacturing.Site.Split,Po / So #,PO.Sent.to.Vendor.Date,PO.Sent.to.Vendor.Date (group),Pq #,PQ.First.Sent.to.Client.Date,PQ.First.Sent.to.Client.Date (group),PQ.First.Sent.to.Client.Date(group),Product.Group,Scheduled.Delivery.Date,Shipment.Mode,Sub.Classification,Vendor.INCO.Term,Vendor.Split,Freight.Cost (USD),Item.Throughput,Line.Item. Quantity,Line.Item.Insurance (USD),Line.Item.Value,Pack.Price,Unit.of.Measure (Per Pack),Unit.Price,Weight (Kilograms)
Kaletra,"Congo, DRC",20/11/2013,26/11/2013,80/20mg/ml,Oral.solution,Direct Drop,3882,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",ABBVIE,SCMS-189060,5/23/2013,2013,FPQ-12093,4/23/2013,4/23/2013,2013,ARV,20/11/2013,Air,Pediatric,FCA,ABBVIE,1573.41,0.1,30,1.14,924.6,30.82,300,0.1,56
Kaletra,"Congo, DRC",20/11/2013,26/11/2013,80/20mg/ml,Oral.solution,Direct Drop,3887,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",ABBVIE,SCMS-189060,5/23/2013,2013,FPQ-12093,4/23/2013,4/23/2013,2013,ARV,20/11/2013,Air,Pediatric,FCA,ABBVIE,460.91,0.613333333,184,7.01,5670.88,30.82,300,0.1,288
Kaletra,"Congo, DRC",18/11/2013,5/12/2013,80/20mg/ml,Oral.solution,Direct Drop,4518,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",ABBVIE,SCMS-189060,5/23/2013,2013,FPQ-12093,4/23/2013,4/23/2013,2013,ARV,20/11/2013,Air,Pediatric,FCA,ABBVIE,1573.41,0.066666667,20,0.76,616.4,30.82,300,0.1,52
Kaletra,"Congo, DRC",20/11/2013,26/11/2013,80/20mg/ml,Oral.solution,Direct Drop,6317,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",ABBVIE,SCMS-189060,5/23/2013,2013,FPQ-12093,4/23/2013,4/23/2013,2013,ARV,20/11/2013,Air,Pediatric,FCA,ABBVIE,1573.41,0.033333333,10,0.38,308.2,30.82,300,0.1,38
Kaletra,"Congo, DRC",20/11/2013,22/11/2013,80/20mg/ml,Oral.solution,Direct Drop,6337,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",ABBVIE,SCMS-189060,5/23/2013,2013,FPQ-12093,4/23/2013,4/23/2013,2013,ARV,20/11/2013,Air,Pediatric,FCA,ABBVIE,1573.41,0.2,60,2.29,1849.2,30.82,300,0.1,103
Kaletra,Côte d'Ivoire,24/04/2013,24/04/2013,80/20mg/ml,Oral.solution,Direct Drop,5207,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",ABBVIE,SCMS-174550,1/24/2013,2013,FPQ-11263,12/14/2012,12/14/2012,2012,ARV,24/04/2013,Air,Pediatric,FCA,ABBVIE,5257.72,1.733333333,520,19.82,16026.4,30.82,300,0.1,242
Kaletra,Côte d'Ivoire,27/02/2013,27/02/2013,80/20mg/ml,Oral.solution,Direct Drop,6509,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",ABBVIE,SCMS-174540,1/24/2013,2013,FPQ-11263,12/14/2012,12/14/2012,2012,ARV,27/02/2013,Air,Pediatric,FCA,ABBVIE,3852.86,1.066666667,320,12.2,9862.4,30.82,300,0.1,326
Kaletra,Côte d'Ivoire,10/03/2015,10/03/2015,80/20mg/ml,Oral.solution,Direct Drop,3797,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",ABBVIE,SCMS-228890,3/3/2014,2014,FPQ-13629,1/31/2014,1/31/2014,2014,ARV,10/03/2015,Air,Pediatric,FCA,ABBVIE,7514.75,1.666666667,500,15.84,15410,30.82,300,0.1,632
Kaletra,Côte d'Ivoire,16/04/2014,29/04/2014,80/20mg/ml,Oral.solution,Direct Drop,4948,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",ABBVIE,SCMS-228900,3/3/2014,2014,FPQ-13629,1/31/2014,1/31/2014,2014,ARV,16/04/2014,Air,Pediatric,FCA,ABBVIE,5848.39,2,600,19.01,18492,30.82,300,0.1,554
Kaletra,Côte d'Ivoire,24/01/2014,27/01/2014,80/20mg/ml,Oral.solution,Direct Drop,5515,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",ABBVIE,SCMS-191930,6/12/2013,2013,FPQ-12150,4/29/2013,4/29/2013,2013,ARV,24/01/2014,Air,Pediatric,FCA,ABBVIE,3899.33,1.133333333,340,12.96,10478.8,30.82,300,0.1,336
Kaletra,Côte d'Ivoire,24/09/2013,24/09/2013,80/20mg/ml,Oral.solution,Direct Drop,5539,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",ABBVIE,SCMS-191920,6/12/2013,2013,FPQ-12150,4/29/2013,4/29/2013,2013,ARV,24/09/2013,Air,Pediatric,FCA,ABBVIE,5755.58,1.133333333,340,12.96,10478.8,30.82,300,0.1,336
Kaletra,Côte d'Ivoire,9/04/2015,10/04/2015,80/20mg/ml,Oral.solution,Direct Drop,5785,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",ABBVIE,SCMS-246570,7/31/2014,2014,FPQ-14372,6/3/2014,6/3/2014,2014,ARV,9/04/2015,Air,Pediatric,FCA,ABBVIE,9768.22,2.483333333,745,23.6,22960.9,30.82,300,0.1,844
Kaletra,Côte d'Ivoire,7/02/2014,10/02/2014,80/20mg/ml,Oral.solution,Direct Drop,5403,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",ABBVIE,SCMS-207150,9/17/2013,2013,FPQ-12806,8/9/2013,8/9/2013,2013,ARV,7/02/2014,Air,Pediatric,FCA,ABBVIE,5385.37,1.8,540,20.59,16642.8,30.82,300,0.1,519
Kaletra,Ethiopia,20/02/2012,20/02/2012,80/20mg/ml,Oral.solution,Direct Drop,5789,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",ABBVIE,SCMS-135780,1/30/2012,2012,FPQ-9247,1/26/2012,1/26/2012,2012,ARV,20/02/2012,Air,Pediatric,FCA,ABBVIE,6941.12,2.33,699,30.2,21543.18,30.82,300,0.1,728
Kaletra,Ethiopia,27/06/2012,27/06/2012,80/20mg/ml,Oral.solution,Direct Drop,3311,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",ABBVIE,SCMS-148080,6/1/2012,2012,FPQ-9990,5/24/2012,5/24/2012,2012,ARV,27/06/2012,Air,Pediatric,FCA,ABBVIE,4672.77,2.333333333,700,30.25,21574,30.82,300,0.1,1050
Kaletra,Guyana,3/03/2014,7/03/2014,80/20mg/ml,Oral.solution,Direct Drop,5591,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",ABBVIE,SCMS-211570,10/30/2013,2013,FPQ-13072,10/11/2013,10/11/2013,2013,ARV,3/03/2014,Air,Pediatric,FCA,ABBVIE,926.13,0.076666667,23,1.44,1398.86,60.82,300,0.2,53
Kaletra,Guyana,31/05/2013,31/05/2013,80/20mg/ml,Oral.solution,Direct Drop,4693,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",ABBVIE,SCMS-177920,3/8/2013,2013,FPQ-11550,2/7/2013,2/7/2013,2013,ARV,31/05/2013,Air,Pediatric,FCA,ABBVIE,1152.9,0.066666667,20,1.5,1216.4,60.82,300,0.2,52
Kaletra,Guyana,11/08/2014,12/08/2014,80/20mg/ml,Oral.solution,Direct Drop,5731,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",ABBVIE,SCMS-235750,4/28/2014,2014,FPQ-14048,4/9/2014,4/9/2014,2014,ARV,11/08/2014,Air,Pediatric,FCA,ABBVIE,828.23,0.056666667,17,1.06,1033.94,60.82,300,0.2,50
Kaletra,Guyana,29/10/2013,29/10/2013,80/20mg/ml,Oral.solution,Direct Drop,3492,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",ABBVIE,SCMS-188860,5/23/2013,2013,FPQ-12057,4/15/2013,4/15/2013,2013,ARV,29/10/2013,Air,Pediatric,FCA,ABBVIE,749.36,0.04,12,0.9,729.84,60.82,300,0.2,48
Kaletra,Guyana,18/01/2013,18/01/2013,80/20mg/ml,Oral.solution,Direct Drop,3524,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",ABBVIE,SCMS-154460,7/30/2012,2012,FPQ-10268,7/16/2012,7/16/2012,2012,ARV,18/01/2013,Air,Pediatric,FCA,ABBVIE,1097.08,0.07,21,1.79,1277.22,60.82,300,0.2,52
Kaletra,Guyana,5/11/2014,11/11/2014,80/20mg/ml,Oral.solution,Direct Drop,4241,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",ABBVIE,SCMS-235780,8/26/2014,2014,FPQ-14048,4/9/2014,4/9/2014,2014,ARV,5/11/2014,Air,Pediatric,FCA,ABBVIE,790.71,0.04,12,0.75,729.84,60.82,300,0.2,39
Kaletra,Guyana,12/06/2010,12/06/2010,80/20mg/ml,Oral.solution,Direct Drop,3947,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",ABBVIE,SCMS-71680,4/23/2010,2010,FPQ-5472,4/15/2010,4/15/2010,2010,ARV,12/06/2010,Air,Pediatric,FCA,ABBVIE,1831.83,0.47,141,24.99,11590.2,82.2,300,0.27,225
Kaletra,Guyana,30/11/2011,30/11/2011,80/20mg/ml,Oral.solution,Direct Drop,4900,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",ABBVIE,SCMS-116170,7/27/2011,2011,FPQ-8025,7/11/2011,7/11/2011,2011,ARV,30/11/2011,Air,Pediatric,FCA,ABBVIE,1454.81,0.17,51,6.92,4192.2,82.2,300,0.27,99
Kaletra,Haiti,28/02/2014,3/03/2014,80/20mg/ml,Oral.solution,Direct Drop,3971,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",ABBVIE,SCMS-210450,10/22/2013,2013,FPQ-12590,8/21/2013,8/21/2013,2013,ARV,28/02/2014,Air,Pediatric,FCA,ABBVIE,1347,0.033333333,10,0.38,308.2,30.82,300,0.1,38
Kaletra,Haiti,24/04/2015,24/04/2015,80/20mg/ml,Oral.solution,Direct Drop,5559,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",ABBVIE,SCMS-261140,11/14/2014,2014,FPQ-14895,9/24/2014,9/24/2014,2014,ARV,24/04/2015,Air,Pediatric,FCA,ABBVIE,3428.37,2.033333333,610,19.33,18800.2,30.82,300,0.1,708
Kaletra,Haiti,5/06/2015,8/06/2015,80/20mg/ml,Oral.solution,Direct Drop,3336,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",ABBVIE,SCMS-262900,12/24/2014,2014,FPQ-15038,10/22/2014,10/22/2014,2014,ARV,5/06/2015,Air,Pediatric,FCA,ABBVIE,2737.95,1.4,420,13.31,12944.4,30.82,300,0.1,494
Kaletra,Haiti,4/06/2013,4/06/2013,80/20mg/ml,Oral.solution,Direct Drop,2940,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",ABBVIE,SCMS-176290,2/5/2013,2013,FPQ-11286,1/16/2013,1/16/2013,2013,ARV,4/06/2013,Air,Pediatric,FCA,ABBVIE,2419.33,0.333333333,100,3.81,3082,30.82,300,0.1,164
Kaletra,Haiti,29/08/2014,3/09/2014,80/20mg/ml,Oral.solution,Direct Drop,3126,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",ABBVIE,SCMS-233920,4/28/2014,2014,FPQ-13797,3/20/2014,3/20/2014,2014,ARV,29/08/2014,Air,Pediatric,FCA,ABBVIE,1257.16,0.133333333,40,1.27,1232.8,30.82,300,0.1,61
Kaletra,Haiti,8/08/2011,8/08/2011,80/20mg/ml,Oral.solution,Direct Drop,5997,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",ABBVIE,SCMS-109660,5/19/2011,2011,FPQ-7670,5/6/2011,5/6/2011,2011,ARV,8/08/2011,Air,Pediatric,FCA,ABBVIE,1767.91,0.3,90,5,3033,33.7,300,0.11,126
Kaletra,Haiti,29/06/2010,29/06/2010,80/20mg/ml,Oral.solution,Direct Drop,4270,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",ABBVIE,SCMS-58050,11/23/2009,2009,FPQ-4389,11/3/2009,2009,2009,ARV,29/06/2010,Air,Pediatric,FCA,ABBVIE,3806.01,0.166666667,50,3.9,1808,36.16,300,0.12,100
Kaletra,Nigeria,2/06/2015,3/06/2015,80/20mg/ml,Oral.solution,Direct Drop,5880,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",ABBVIE,SCMS-260990,10/23/2014,2014,FPQ-15059,10/8/2014,10/8/2014,2014,ARV,2/06/2015,Air,Pediatric,FCA,ABBVIE,5808.69,2.63,789,25,24316.98,30.82,300,0.1,794
Kaletra,Nigeria,10/01/2014,10/01/2014,80/20mg/ml,Oral.solution,Direct Drop,5953,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",ABBVIE,SCMS-207130,9/17/2013,2013,FPQ-12803,8/13/2013,8/13/2013,2013,ARV,10/01/2014,Air,Pediatric,FCA,ABBVIE,17654.94,6.476666667,1943,74.08,59883.26,30.82,300,0.1,1848
Kaletra,Rwanda,2/04/2015,2/04/2015,80/20mg/ml,Oral.solution,Direct Drop,5457,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",ABBVIE,SCMS-272570,1/19/2015,2015,FPQ-15654,12/23/2014,12/23/2014,2014,ARV,2/04/2015,Air,Pediatric,FCA,ABBVIE,2905.84,0.84,252,9.14,7766.64,30.82,300,0.1,316
Kaletra,Rwanda,26/03/2015,26/03/2015,80/20mg/ml,Oral.solution,Direct Drop,6503,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",ABBVIE,SCMS-260920,12/15/2014,2014,FPQ-14813,10/9/2014,10/9/2014,2014,ARV,26/03/2015,Air,Pediatric,FCA,ABBVIE,1952.77,0.286666667,86,2.72,2650.52,30.82,300,0.1,100
Kaletra,Rwanda,29/06/2012,29/06/2012,80/20mg/ml,Oral.solution,Direct Drop,3418,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",ABBVIE,SCMS-148040,6/1/2012,2012,FPQ-9965,5/25/2012,5/25/2012,2012,ARV,29/06/2012,Air,Pediatric,FCA,ABBVIE,2455.7,0.85,255,11.02,7859.1,30.82,300,0.1,253
Kaletra,Rwanda,16/07/2014,22/07/2014,80/20mg/ml,Oral.solution,Direct Drop,5656,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",ABBVIE,SCMS-238800,6/2/2014,2014,FPQ-14113,4/18/2014,4/18/2014,2014,ARV,16/07/2014,Air,Pediatric,FCA,ABBVIE,4399.65,1.053333333,316,10.01,9739.12,30.82,300,0.1,415
Kaletra,Tanzania,26/08/2014,4/09/2014,80/20mg/ml,Oral.solution,Direct Drop,4708,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",ABBVIE,SCMS-225810,2/14/2014,2014,FPQ-13569,1/21/2014,1/21/2014,2014,ARV,26/08/2014,Air,Pediatric,FCA,ABBVIE,2569.33,0.893333333,268,8.49,8259.76,30.82,300,0.1,261
Kaletra,Tanzania,6/06/2013,6/06/2013,80/20mg/ml,Oral.solution,Direct Drop,6238,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",ABBVIE,SCMS-175500,2/4/2013,2013,FPQ-11427,1/15/2013,1/15/2013,2013,ARV,6/06/2013,Air,Pediatric,FCA,ABBVIE,3269.9,0.79,237,9.04,7304.34,30.82,300,0.1,244
Kaletra,Tanzania,30/09/2014,7/10/2014,80/20mg/ml,Oral.solution,Direct Drop,4205,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",ABBVIE,SCMS-239390,5/16/2014,2014,FPQ-14049,4/11/2014,4/11/2014,2014,ARV,30/09/2014,Air,Pediatric,FCA,ABBVIE,5656.74,1.013333333,304,9.63,9369.28,30.82,300,0.1,278
Kaletra,Tanzania,1/08/2013,1/08/2013,80/20mg/ml,Oral.solution,Direct Drop,6295,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",ABBVIE,SCMS-186900,5/8/2013,2013,FPQ-12050,4/12/2013,4/12/2013,2013,ARV,1/08/2013,Air,Pediatric,FCA,ABBVIE,4267.13,1.45,435,16.58,13406.7,30.82,300,0.1,470
Kaletra,Tanzania,21/11/2013,21/11/2013,80/20mg/ml,Oral.solution,Direct Drop,5054,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",ABBVIE,SCMS-202310,8/9/2013,2013,FPQ-12588,7/15/2013,7/15/2013,2013,ARV,21/11/2013,Air,Pediatric,FCA,ABBVIE,2160.36,0.88,264,10.06,8136.48,30.82,300,0.1,257
Kaletra,Tanzania,16/01/2013,16/01/2013,80/20mg/ml,Oral.solution,Direct Drop,5242,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",ABBVIE,SCMS-159620,9/12/2012,2012,FPQ-10546,8/24/2012,8/24/2012,2012,ARV,16/01/2013,Air,Pediatric,FCA,ABBVIE,1818.56,0.226666667,68,2.94,2095.76,30.82,300,0.1,116
Kaletra,Uganda,20/03/2015,20/03/2015,80/20mg/ml,Oral.solution,Direct Drop,5447,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",ABBVIE,SCMS-264920,11/25/2014,2014,FPQ-15303,11/11/2014,11/11/2014,2014,ARV,20/03/2015,Air,Pediatric,FCA,ABBVIE,2265.89,0.5,150,5.44,4623,30.82,300,0.1,170
Kaletra,Uganda,23/09/2014,23/09/2014,80/20mg/ml,Oral.solution,Direct Drop,4149,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",ABBVIE,SCMS-244440,6/23/2014,2014,FPQ-14407,6/11/2014,6/11/2014,2014,ARV,23/09/2014,Air,Pediatric,FCA,ABBVIE,1487.76,0.25,75,2.38,2311.5,30.82,300,0.1,120
Kaletra,Uganda,14/11/2014,16/11/2014,80/20mg/ml,Oral.solution,Direct Drop,4594,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",ABBVIE,SCMS-244420,6/23/2014,2014,FPQ-14407,6/11/2014,6/11/2014,2014,ARV,14/11/2014,Air,Pediatric,FCA,ABBVIE,2077.87,0.266666667,80,2.53,2465.6,30.82,300,0.1,136
Kaletra,Vietnam,27/06/2012,27/06/2012,80/20mg/ml,Oral.solution,Direct Drop,5655,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",ABBVIE,SCMS-134870,1/25/2012,2012,FPQ-9001,12/15/2011,12/15/2011,2011,ARV,27/06/2012,Air,Pediatric,FCA,ABBVIE,742.1,0.333333333,100,8.53,6082,60.82,300,0.2,164
Kaletra,Vietnam,29/11/2012,29/11/2012,80/20mg/ml,Oral.solution,Direct Drop,3622,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",ABBVIE,SCMS-145510,6/15/2012,2012,FPQ-9577,4/11/2012,4/11/2012,2012,ARV,29/11/2012,Air,Pediatric,FCA,ABBVIE,1015.98,1,300,25.58,18246,60.82,300,0.2,275
Kaletra,Zambia,7/02/2014,13/02/2014,80/20mg/ml,Oral.solution,Direct Drop,3111,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",ABBVIE,SCMS-215200,11/19/2013,2013,FPQ-13224,10/31/2013,10/31/2013,2013,ARV,7/02/2014,Air,Pediatric,FCA,ABBVIE,14384.91,8.563333333,2569,81.39,79176.58,30.82,300,0.1,2410
Kaletra,Zambia,22/05/2013,22/05/2013,80/20mg/ml,Oral.solution,Direct Drop,3037,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",ABBVIE,SCMS-183050,3/28/2013,2013,FPQ-11561,2/13/2013,2/13/2013,2013,ARV,22/05/2013,Air,Pediatric,FCA,ABBVIE,10365.13,5,1500,57.19,46230,30.82,300,0.1,1374
Kaletra,Zambia,22/05/2013,22/05/2013,80/20mg/ml,Oral.solution,Direct Drop,5956,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",ABBVIE,SCMS-183050,3/28/2013,2013,FPQ-11561,2/13/2013,2/13/2013,2013,ARV,22/05/2013,Air,Pediatric,FCA,ABBVIE,10365.14,2.533333333,760,28.97,23423.2,30.82,300,0.1,757
Kaletra,Zambia,25/04/2015,30/04/2015,80/20mg/ml,Oral.solution,Direct Drop,2788,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",ABBVIE,SCMS-253020,8/20/2014,2014,FPQ-14790,8/13/2014,8/13/2014,2014,ARV,25/04/2015,Air,Pediatric,FCA,ABBVIE,14603.71,7.55,2265,71.76,69807.3,30.82,300,0.1,2272
Kaletra,Zambia,9/06/2015,9/06/2015,80/20mg/ml,Oral.solution,Direct Drop,2939,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",ABBVIE,SCMS-253021,8/20/2014,2014,FPQ-14790,8/13/2014,8/13/2014,2014,ARV,9/06/2015,Air,Pediatric,FCA,ABBVIE,13894.08,7.553333333,2266,71.79,69838.12,30.82,300,0.1,2277
Kaletra,Zambia,23/04/2015,23/04/2015,80/20mg/ml,Oral.solution,Direct Drop,3207,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",ABBVIE,SCMS-253023,8/20/2014,2014,FPQ-14790,8/13/2014,8/13/2014,2014,ARV,23/04/2015,Air,Pediatric,FCA,ABBVIE,13949.95,7.553333333,2266,71.79,69838.12,30.82,300,0.1,2272
Kaletra,Zambia,18/05/2015,19/05/2015,80/20mg/ml,Oral.solution,Direct Drop,6105,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",ABBVIE,SCMS-253022,8/20/2014,2014,FPQ-14790,8/13/2014,8/13/2014,2014,ARV,18/05/2015,Air,Pediatric,FCA,ABBVIE,13303.8,7.55,2265,71.76,69807.3,30.82,300,0.1,2272
Kaletra,Zimbabwe,21/05/2015,21/05/2015,80/20mg/ml,Oral.solution,Direct Drop,5497,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",ABBVIE,SCMS-272350,1/16/2015,2015,FPQ-15625,1/6/2015,1/6/2015,2015,ARV,21/05/2015,Air,Pediatric,FCA,ABBVIE,41141.5,23.046666667,6914,250.81,213089.48,30.82,300,0.1,6090
Kaletra,Zimbabwe,28/02/2015,28/02/2015,80/20mg/ml,Oral.solution,Direct Drop,6087,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",ABBVIE,SCMS-261410,10/30/2014,2014,FPQ-15021,10/15/2014,10/15/2014,2014,ARV,28/02/2015,Air,Pediatric,FCA,ABBVIE,44952.61,17.873333333,5362,169.88,165256.84,30.82,300,0.1,5060
Kaletra,Zimbabwe,7/05/2015,7/05/2015,80/20mg/ml,Oral.solution,Direct Drop,3430,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",ABBVIE,SCMS-261590,10/30/2014,2014,FPQ-15220,10/27/2014,10/27/2014,2014,ARV,7/05/2015,Air,Pediatric,FCA,ABBVIE,20480.64,8.753333333,2626,95.26,80933.32,30.82,300,0.1,2584
Kaletra,Zimbabwe,14/05/2015,14/05/2015,80/20mg/ml,Oral.solution,Direct Drop,6148,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",ABBVIE,SCMS-261591,10/30/2014,2014,FPQ-15220,10/27/2014,10/27/2014,2014,ARV,14/05/2015,Air,Pediatric,FCA,ABBVIE,20559.39,8.75,2625,95.22,80902.5,30.82,300,0.1,2583
Kaletra,Zimbabwe,2/04/2012,2/04/2012,80/20mg/ml,Oral.solution,Direct Drop,4815,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",ABBVIE,SCMS-90690,11/10/2010,2010,FPQ-6488,10/26/2010,10/26/2010,2010,ARV,2/04/2012,Air,Pediatric,FCA,ABBVIE,54424.24,4.17,1251,83.13,38555.82,30.82,300,0.1,1254
Kaletra,Zimbabwe,19/03/2015,19/03/2015,80/20mg/ml,Oral.solution,Direct Drop,6546,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",ABBVIE,SCMS-263540,11/12/2014,2014,FPQ-15293,11/4/2014,11/4/2014,2014,ARV,19/03/2015,Air,Pediatric,FCA,ABBVIE,50104.34,21.633333333,6490,235.43,200021.8,30.82,300,0.1,5747
Kaletra,Zimbabwe,25/04/2013,25/04/2013,80/20mg/ml,Oral.solution,Direct Drop,3148,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",ABBVIE,SCMS-149110,7/18/2012,2012,FPQ-9905,5/29/2012,5/29/2012,2012,ARV,25/04/2013,Air,Pediatric,FCA,ABBVIE,9299.26,2.82,846,36.56,26073.72,30.82,300,0.1,798
Kaletra,Zimbabwe,13/12/2012,13/12/2012,80/20mg/ml,Oral.solution,Direct Drop,4068,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",ABBVIE,SCMS-148300,7/18/2012,2012,FPQ-9905,5/29/2012,5/29/2012,2012,ARV,13/12/2012,Air,Pediatric,FCA,ABBVIE,21730.49,5,1500,64.81,46230,30.82,300,0.1,1374
