Brand,Client.Delivery.Date,Country,Dosage,Dosage.Form,Fulfill.Via,INCO,Manufacture.Site,Molecule.Type,PO.Vendor.Date.Group,PO/SO#,PQ#,PQ.Client.Date.Group,Product.Group,Rec.Delivery.Data,Sch.Delivery.Date,Shipment.Mode,Sub.Classification,Vendor.Name,Freight.Cost,Item.Throuhput,Line.Item.Insurance,Line.Item.Qty,Line.Item.Value,Pack.Price,Unit.Measure.Per.Pack,Unit.Price,Weight.KG
Generic,11/27/2009,Côte d'Ivoire,150mg,Tablet,From RDC,N/A - From RDC,Aurobindo,Lamivudine,N/A - From RDC,SO-33492,FPQ-4187,2009,ARV,11/27/2009,12/9/2009,Air,Adult,SCMS,4969.95,98.45,28.25,5907,14413.08,2.44,60,0.04,283
Generic,12/10/2009,Uganda,300mg,Tablet,From RDC,N/A - From RDC,Aurobindo,Zidovudine,N/A - From RDC,SO-33990,FPQ-4275,2009,ARV,12/10/2009,1/15/2010,Air,Adult,SCMS,1898.84,78.833333333,69.81,4730,35616.9,7.53,60,0.13,260
Generic,1/26/2010,Mozambique,300mg,Tablet,From RDC,N/A - From RDC,Aurobindo,Zidovudine,N/A - From RDC,SO-34170,FPQ-4479,2009,ARV,1/26/2010,1/19/2010,Air,Adult,SCMS,1816.73,1.533333333,1.39,92,709.32,7.71,60,0.13,363
Generic,12/9/2009,Zambia,300mg,Tablet,From RDC,N/A - From RDC,Aurobindo,Zidovudine,N/A - From RDC,SO-34920,FPQ-4029,2009,ARV,12/9/2009,1/15/2010,Truck,Adult,SCMS,2412.99,166.666666667,147.59,10000,75300,7.53,60,0.13,546
Generic,1/22/2010,Uganda,150/300/200mg,Tablet - FDC,From RDC,N/A - From RDC,Mylan,Lamivudine/Nevirapine/Zidovudine,N/A - From RDC,SO-35160,FPQ-4275,2009,ARV,1/22/2010,1/15/2010,Air,Adult,SCMS,1311,0.983333333,1.3,59,661.98,11.22,60,0.19,12
Generic,1/8/2010,Haiti,10mg/ml,Oral solution,From RDC,N/A - From RDC,Aurobindo,Zidovudine,N/A - From RDC,SO-35170,FPQ-4469,2009,ARV,1/8/2010,1/11/2010,Air,Pediatric,SCMS,26830.44,15.2,15.89,3648,7368.96,2.02,240,0.01,2571
Generic,3/24/2010,Mozambique,300mg,Tablet,From RDC,N/A - From RDC,Mylan,Tenofovir Disoproxil Fumarate,N/A - From RDC,SO-26422,FPQ-4473,2009,ARV,3/24/2010,3/31/2010,Truck,Adult,SCMS,1236.13,101.333333333,50.83,3040,25931.2,8.53,30,0.28,163
Generic,1/27/2010,Haiti,10mg/ml,Oral suspension,From RDC,N/A - From RDC,Aurobindo,Nevirapine,N/A - From RDC,SO-34700,FPQ-4384,2009,ARV,1/27/2010,1/18/2010,Air,Pediatric,SCMS,14489.1,15.145833333,15.05,3635,6979.2,1.92,240,0.01,1345
Generic,1/23/2010,Côte d'Ivoire,150/300/200mg,Tablet - FDC,From RDC,N/A - From RDC,Aurobindo,Lamivudine/Nevirapine/Zidovudine,N/A - From RDC,SO-33472,FPQ-4187,2009,ARV,1/23/2010,2/5/2010,Air,Adult,SCMS,5254.1,501,661.06,30060,337273.2,11.22,60,0.19,3508
Generic,3/3/2010,Haiti,150/300mg,Tablet - FDC,From RDC,N/A - From RDC,Aurobindo,Lamivudine/Zidovudine,N/A - From RDC,SO-34200,FPQ-4469,2009,ARV,3/3/2010,3/5/2010,Air,Adult,SCMS,12016.69,200,226.64,12000,105120,8.76,60,0.15,1077
Generic,4/14/2010,Mozambique,600mg,Tablet,From RDC,N/A - From RDC,Aurobindo,Efavirenz,N/A - From RDC,SO-33590,FPQ-4471,2009,ARV,4/14/2010,4/14/2010,Air,Adult,SCMS,3423.25,333.333333333,113.29,10000,57800,5.78,30,0.19,2156
Generic,3/5/2010,Zambia,150/200/30mg,Tablet - FDC,From RDC,N/A - From RDC,Cipla,Lamivudine/Nevirapine/Stavudine,N/A - From RDC,SO-33690,FPQ-4273,2009,ARV,3/5/2010,3/15/2010,Truck,Adult,SCMS,16898.2,968.283333333,736.74,58097,375887.59,6.47,60,0.11,19451
Generic,3/17/2010,Uganda,200mg,Tablet,From RDC,N/A - From RDC,Aurobindo,Nevirapine,N/A - From RDC,SO-35870,FPQ-5014,2010,ARV,3/17/2010,3/18/2010,Air,Adult,SCMS,3945.33,10,3.53,600,1638,2.73,60,0.05,306
Generic,3/12/2010,Zimbabwe,600mg,Tablet,From RDC,N/A - From RDC,Aurobindo,Efavirenz,N/A - From RDC,SO-35410,FPQ-4688,2009,ARV,3/12/2010,3/31/2010,Air,Adult,SCMS,3302.14,63.333333333,21.01,1900,9747,5.13,30,0.17,4000
Generic,3/17/2010,Uganda,150mg,Tablet,From RDC,N/A - From RDC,Mylan,Lamivudine,N/A - From RDC,SO-35970,FPQ-4325,2009,ARV,3/17/2010,3/19/2010,Air,Adult,SCMS,6298.34,58.65,16.83,3519,8586.36,2.44,60,0.04,2538
Generic,3/11/2010,Côte d'Ivoire,200mg,Chewable/dispersible tablet,From RDC,N/A - From RDC,Aurobindo,Didanosine,N/A - From RDC,SO-34450,FPQ-4378,2009,ARV,3/11/2010,3/22/2010,Air,Pediatric,SCMS,1042.58,31.783333333,57.93,1907,29558.5,15.5,60,0.26,395
Generic,3/11/2010,Côte d'Ivoire,200mg,Chewable/dispersible tablet,From RDC,N/A - From RDC,Aurobindo,Didanosine,N/A - From RDC,SO-35561,FPQ-4659,2009,ARV,3/11/2010,5/10/2010,Air,Pediatric,SCMS,1042.58,4.333333333,8.69,260,4030,15.5,60,0.26,54
Generic,3/25/2010,Uganda,150/300mg,Tablet - FDC,From RDC,N/A - From RDC,Hetero,Lamivudine/Zidovudine,N/A - From RDC,SO-35660,FPQ-4325,2009,ARV,3/25/2010,4/1/2010,Truck,Adult,SCMS,4097,298.266666667,307.27,17896,156768.96,8.76,60,0.15,1188
Generic,4/8/2010,Uganda,150/30mg,Tablet - FDC,From RDC,N/A - From RDC,Cipla,Lamivudine/Stavudine,N/A - From RDC,SO-36160,FPQ-5239,2010,ARV,4/8/2010,6/23/2010,Air,Adult,SCMS,1073.46,2.333333333,1.03,140,476,3.4,60,0.06,17
Generic,5/11/2010,Zambia,100mg,Chewable/dispersible tablet,From RDC,N/A - From RDC,Aurobindo,Didanosine,N/A - From RDC,SO-35840,FPQ-4273,2009,ARV,5/11/2010,5/17/2010,Truck,Pediatric,SCMS,4964.27,41.666666667,37.83,2500,19300,7.72,60,0.13,526
Generic,6/14/2010,Mozambique,600mg,Tablet,From RDC,N/A - From RDC,Mylan,Efavirenz,N/A - From RDC,SO-35750,FPQ-4711,2009,ARV,6/14/2010,6/21/2010,Truck,Adult,SCMS,10959.63,408.333333333,125.45,12250,58187.5,4.75,30,0.16,1866
Generic,5/3/2010,Uganda,150/300/200mg,Tablet - FDC,From RDC,N/A - From RDC,Aurobindo,Lamivudine/Nevirapine/Zidovudine,N/A - From RDC,SO-36150,FPQ-5239,2010,ARV,5/3/2010,6/9/2010,Air,Adult,SCMS,5194.22,86.966666667,126.23,5218,58545.96,11.22,60,0.19,617
Generic,5/18/2010,Nigeria,600/200/300mg,Tablet - FDC,From RDC,N/A - From RDC,Mylan,Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,N/A - From RDC,SO-35020,FPQ-4537,2009,ARV,5/18/2010,5/31/2010,Air Charter,Adult,SCMS,9736.1,1000,1288.43,30000,597600,19.92,30,0.66,3289
Generic,5/3/2010,Uganda,150/300/200mg,Tablet - FDC,From RDC,N/A - From RDC,Mylan,Lamivudine/Nevirapine/Zidovudine,N/A - From RDC,SO-34941,FPQ-4495,2009,ARV,5/3/2010,5/3/2010,Air,Adult,SCMS,15254.43,300,435.43,18000,201960,11.22,60,0.19,2281
Generic,5/3/2010,Uganda,150/300/200mg,Tablet - FDC,From RDC,N/A - From RDC,Aurobindo,Lamivudine/Nevirapine/Zidovudine,N/A - From RDC,SO-34980,FPQ-4496,2009,ARV,5/3/2010,5/3/2010,Air,Adult,SCMS,4549.95,73.333333333,106.44,4400,49368,11.22,60,0.19,527
Generic,5/31/2010,Zimbabwe,150/30mg,Tablet - FDC,From RDC,N/A - From RDC,Cipla,Lamivudine/Stavudine,N/A - From RDC,SO-35400,FPQ-4694,2009,ARV,5/31/2010,5/31/2010,Truck,Adult,SCMS,3833.17,96.666666667,41.02,5800,19024,3.28,60,0.05,12791
Generic,6/14/2010,Mozambique,150/300/200mg,Tablet - FDC,From RDC,N/A - From RDC,Aurobindo,Lamivudine/Nevirapine/Zidovudine,N/A - From RDC,SO-35730,FPQ-4711,2009,ARV,6/14/2010,6/30/2010,Truck,Adult,SCMS,25790.82,1825.9,2650.15,109554,1229195.88,11.22,60,0.19,20316
Generic,5/31/2010,Ethiopia,200mg,Tablet,From RDC,N/A - From RDC,Aurobindo,Nevirapine,N/A - From RDC,SO-36810,FPQ-5668,2010,ARV,5/31/2010,6/1/2010,Air,Adult,SCMS,6153.8,183.333333333,63.08,11000,29260,2.66,60,0.04,1070
Generic,6/29/2010,Zambia,150/300mg,Tablet - FDC,From RDC,N/A - From RDC,Hetero,Lamivudine/Zidovudine,N/A - From RDC,SO-33701,FPQ-4273,2009,ARV,6/29/2010,6/30/2010,Truck,Adult,SCMS,11054.56,376,387.35,22560,197625.6,8.76,60,0.15,1928
Generic,6/21/2010,Côte d'Ivoire,150/300/200mg,Tablet - FDC,From RDC,N/A - From RDC,Aurobindo,Lamivudine/Nevirapine/Zidovudine,N/A - From RDC,SO-35580,FPQ-4659,2009,ARV,6/21/2010,6/28/2010,Air,Adult,SCMS,27912.64,1040.166666667,1509.72,62410,700240.2,11.22,60,0.19,7701
Generic,6/30/2010,Haiti,30mg,Capsule,From RDC,N/A - From RDC,Strides,Stavudine,N/A - From RDC,SO-36800,FPQ-5523,2010,ARV,6/30/2010,7/12/2010,Air,Adult,SCMS,19372.86,126,22.98,7560,10659.6,1.41,60,0.02,2027
Generic,6/30/2010,Côte d'Ivoire,20mg/ml,Oral solution,From RDC,N/A - From RDC,Aurobindo,Abacavir,N/A - From RDC,SO-36340,FPQ-5201,2010,ARV,6/30/2010,7/12/2010,Air,Pediatric,SCMS,3365.45,2.8,19.7,672,9139.2,13.6,240,0.06,2979
Generic,6/29/2010,Zambia,600mg,Tablet,From RDC,N/A - From RDC,Mylan,Efavirenz,N/A - From RDC,SO-36850,FPQ-5702,2010,ARV,6/29/2010,11/4/2010,Truck,Adult,SCMS,11054.59,91.666666667,27.27,2750,12650,4.6,30,0.15,10313
Generic,7/5/2010,Côte d'Ivoire,10mg/ml,Oral suspension,From RDC,N/A - From RDC,Aurobindo,Nevirapine,N/A - From RDC,SO-36370,FPQ-5201,2010,ARV,7/5/2010,7/9/2010,Air,Pediatric,SCMS,5121.68,16.133333333,15.28,3872,7085.76,1.83,240,0.01,1438
Generic,7/5/2010,Côte d'Ivoire,10mg/ml,Oral suspension,From RDC,N/A - From RDC,Aurobindo,Nevirapine,N/A - From RDC,SO-36310,FPQ-5201,2010,ARV,7/5/2010,7/9/2010,Air,Pediatric,SCMS,5121.68,16.133333333,15.28,3872,7085.76,1.83,240,0.01,1451
Aluvia,7/5/2010,Côte d'Ivoire,200/50mg,Tablet,From RDC,N/A - From RDC,ABBVIE,Lopinavir/Ritonavir,N/A - From RDC,SO-35550,FPQ-4659,2009,ARV,7/5/2010,7/9/2010,Air,Adult,SCMS,5121.69,27,252.59,3240,117158.4,36.16,120,0.3,731
Generic,7/8/2010,Ethiopia,300mg,Tablet,From RDC,N/A - From RDC,Aurobindo,Zidovudine,N/A - From RDC,SO-37070,FPQ-5827,2010,ARV,7/8/2010,7/15/2010,Air,Adult,SCMS,755.64,33.333333333,31.09,2000,14420,7.21,60,0.12,88
Generic,8/3/2010,Rwanda,150/300/200mg,Tablet - FDC,From RDC,N/A - From RDC,Aurobindo,Lamivudine/Nevirapine/Zidovudine,N/A - From RDC,SO-36581,FPQ-5394,2010,ARV,8/3/2010,8/30/2010,Air,Adult,SCMS,81670.57,735.516666667,1067.54,44131,495149.82,11.22,60,0.19,5364
Generic,8/23/2010,Tanzania,300mg,Tablet,From RDC,N/A - From RDC,Mylan,Tenofovir Disoproxil Fumarate,N/A - From RDC,SO-36630,FPQ-5436,2010,ARV,8/23/2010,8/26/2010,Air,Adult,SCMS,1647.25,100,47.22,3000,21900,7.3,30,0.24,269
Generic,8/23/2010,Tanzania,300mg,Tablet,From RDC,N/A - From RDC,Mylan,Abacavir,N/A - From RDC,SO-36620,FPQ-5436,2010,ARV,8/23/2010,8/31/2010,Air,Adult,SCMS,1647.25,389,827.28,23340,383709.6,16.44,60,0.27,2344
Generic,8/17/2010,Nigeria,200/300mg,Tablet - FDC,From RDC,N/A - From RDC,Mylan,Emtricitabine/Tenofovir Disoproxil Fumarate,N/A - From RDC,SO-36413,FPQ-5023,2010,ARV,8/17/2010,8/9/2010,Air Charter,Adult,SCMS,6147.18,206.766666667,157.14,6203,72885.25,11.75,30,0.39,560
Generic,8/17/2010,Nigeria,150/300/200mg,Tablet - FDC,From RDC,N/A - From RDC,Aurobindo,Lamivudine/Nevirapine/Zidovudine,N/A - From RDC,SO-36932,FPQ-5688,2010,ARV,8/17/2010,8/31/2010,Air Charter,Adult,SCMS,6147.18,534,775.06,32040,359488.8,11.22,60,0.19,4212
Generic,8/23/2010,Côte d'Ivoire,30mg,Capsule,From RDC,N/A - From RDC,Strides,Stavudine,N/A - From RDC,SO-37141,FPQ-5925,2010,ARV,8/23/2010,8/31/2010,Air,Adult,SCMS,12648.36,94.5,17.24,5670,7994.7,1.41,60,0.02,317
Generic,9/13/2010,Ethiopia,150mg,Tablet,From RDC,N/A - From RDC,Aurobindo,Lamivudine,N/A - From RDC,SO-36812,FPQ-5668,2010,ARV,9/13/2010,8/30/2010,Air,Adult,SCMS,530.36,33.333333333,10.05,2000,4660,2.33,60,0.04,84
Generic,9/25/2010,Côte d'Ivoire,300mg,Tablet,From RDC,N/A - From RDC,Mylan,Tenofovir Disoproxil Fumarate,N/A - From RDC,SO-36880,FPQ-5623,2010,ARV,9/25/2010,9/30/2010,Air,Adult,SCMS,8953.2,73.333333333,34.63,2200,16060,7.3,30,0.24,6587
Generic,9/19/2010,Guyana,300mg,Tablet,From RDC,N/A - From RDC,Mylan,Abacavir,N/A - From RDC,SO-37390,FPQ-6306,2010,ARV,9/19/2010,11/23/2010,Air,Adult,SCMS,3307.86,5.5,11.7,330,5425.2,16.44,60,0.27,86
Generic,10/12/2010,Zambia,200/300mg,Tablet - FDC,From RDC,N/A - From RDC,Mylan,Emtricitabine/Tenofovir Disoproxil Fumarate,N/A - From RDC,SO-36841,FPQ-5702,2010,ARV,10/12/2010,11/4/2010,Truck,Adult,SCMS,16981.15,4685.133333333,3560.65,140554,1651509.5,11.75,30,0.39,16961
Generic,10/21/2010,Haiti,150/300mg,Tablet - FDC,From RDC,N/A - From RDC,Hetero,Lamivudine/Zidovudine,N/A - From RDC,SO-36780,FPQ-5523,2010,ARV,10/21/2010,10/20/2010,Air,Adult,SCMS,31214.27,1070.683333333,1184.21,64241,549260.55,8.55,60,0.14,6234
Generic,12/1/2010,Mozambique,150/300/200mg,Tablet - FDC,From RDC,N/A - From RDC,Aurobindo,Lamivudine/Nevirapine/Zidovudine,N/A - From RDC,SO-35980,FPQ-5126,2010,ARV,12/1/2010,11/25/2010,Truck,Adult,SCMS,14163.13,3475.016666667,5043.71,208501,2339381.22,11.22,60,0.19,28237
Generic,11/13/2010,Guyana,100mg,Chewable/dispersible tablet,From RDC,N/A - From RDC,Aurobindo,Didanosine,N/A - From RDC,SO-37410,FPQ-6307,2010,ARV,11/13/2010,11/23/2010,Air,Pediatric,SCMS,1221.83,5.6,5.59,336,2593.92,7.72,60,0.13,89
Generic,11/26/2010,Côte d'Ivoire,20mg/ml,Oral solution,From RDC,N/A - From RDC,Aurobindo,Abacavir,N/A - From RDC,SO-37150,FPQ-5925,2010,ARV,11/26/2010,11/30/2010,Truck,Pediatric,SCMS,6406.53,0.15,1.06,36,493.2,13.7,240,0.06,7889
Generic,11/26/2010,Côte d'Ivoire,20mg/ml,Oral solution,From RDC,N/A - From RDC,Aurobindo,Abacavir,N/A - From RDC,SO-37750,FPQ-5623,2010,ARV,11/26/2010,11/16/2010,Air,Pediatric,SCMS,6406.54,2.45,17.24,588,7996.8,13.6,240,0.06,215
Generic,12/23/2010,Mozambique,150/30mg,Tablet - FDC,From RDC,N/A - From RDC,Cipla,Lamivudine/Stavudine,N/A - From RDC,SO-37590,FPQ-6426,2010,ARV,12/23/2010,12/20/2010,Truck,Adult,SCMS,6500.45,49.933333333,20.67,2996,9587.2,3.2,60,0.05,6022
Generic,12/8/2010,Dominican Republic,150mg,Tablet,From RDC,N/A - From RDC,Hetero,Lamivudine,N/A - From RDC,SO-38020,FPQ-6616,2010,ARV,12/8/2010,1/31/2011,Air,Adult,SCMS,18046.12,10.816666667,2.5,649,1512.17,2.33,60,0.04,1787
Generic,12/15/2010,Côte d'Ivoire,10mg/ml,Oral suspension,From RDC,N/A - From RDC,Aurobindo,Nevirapine,N/A - From RDC,SO-37660,FPQ-5925,2010,ARV,12/15/2010,12/14/2010,Air,Pediatric,SCMS,1794.58,2.616666667,2.64,628,1224.6,1.95,240,0.01,232
Generic,1/5/2011,Haiti,10mg/ml,Oral solution,From RDC,N/A - From RDC,Aurobindo,Zidovudine,N/A - From RDC,SO-37760,FPQ-6484,2010,ARV,1/5/2011,12/20/2010,Air,Pediatric,SCMS,74839.9,16.133333333,16.86,3872,7821.44,2.02,240,0.01,7755
Generic,2/7/2011,Zambia,150mg,Tablet,From RDC,N/A - From RDC,Aurobindo,Lamivudine,N/A - From RDC,SO-38200,FPQ-6665,2010,ARV,2/7/2011,1/20/2011,Air,Adult,SCMS,2859.16,168.85,38.95,10131,23605.23,2.33,60,0.04,493
Generic,1/17/2011,Uganda,150/300/200mg,Tablet - FDC,From RDC,N/A - From RDC,Aurobindo,Lamivudine/Nevirapine/Zidovudine,N/A - From RDC,SO-38140,FPQ-6614,2010,ARV,1/17/2011,2/8/2011,Air,Adult,SCMS,2768.96,69.6,77.31,4176,46854.72,11.22,60,0.19,567
Generic,1/12/2011,Ethiopia,10mg/ml,Oral solution,From RDC,N/A - From RDC,Aurobindo,Zidovudine,N/A - From RDC,SO-38290,FPQ-6980,2011,ARV,1/12/2011,1/21/2011,Air,Pediatric,SCMS,6770.6,12.5,10,3000,6060,2.02,240,0.01,1190
Generic,2/16/2011,Nigeria,150/300/200mg,Tablet - FDC,From RDC,N/A - From RDC,Aurobindo,Lamivudine/Nevirapine/Zidovudine,N/A - From RDC,SO-38320,FPQ-6243,2010,ARV,2/16/2011,2/22/2011,Air Charter,Adult,SCMS,43548,2362.733333333,3429.32,141764,1590592.08,11.22,60,0.19,70109
Generic,1/28/2011,Ethiopia,300mg,Tablet,From RDC,N/A - From RDC,Mylan,Tenofovir Disoproxil Fumarate,N/A - From RDC,SO-38450,FPQ-7001,2011,ARV,1/28/2011,2/14/2011,Air,Adult,SCMS,1401.76,48.9,15.9,1467,9638.19,6.57,30,0.22,9
Generic,2/22/2011,Côte d'Ivoire,600/300mg,Tablet - FDC,From RDC,N/A - From RDC,Mylan,Abacavir/Lamivudine,N/A - From RDC,SO-37290,FPQ-6144,2010,ARV,2/22/2011,1/31/2011,Air,Adult,SCMS,8758.37,87,126.61,2610,58725,22.5,30,0.75,1195
Generic,12/23/2010,Uganda,150/300mg,Tablet - FDC,From RDC,N/A - From RDC,Hetero,Lamivudine/Zidovudine,N/A - From RDC,SO-37990,FPQ-6614,2010,ARV,12/23/2010,2/8/2011,Air,Adult,SCMS,2294.85,38.6,32.67,2316,19801.8,8.55,60,0.14,386
Generic,3/22/2011,Uganda,150/300/200mg,Tablet - FDC,From RDC,N/A - From RDC,Aurobindo,Lamivudine/Nevirapine/Zidovudine,N/A - From RDC,SO-37560,FPQ-6427,2010,ARV,3/22/2011,2/28/2011,Truck,Adult,SCMS,104604.06,1956.116666667,2839.15,117367,1316857.74,11.22,60,0.19,17496
Generic,3/17/2011,Zimbabwe,300/300mg,Tablet - FDC,From RDC,N/A - From RDC,Mylan,Lamivudine/Tenofovir Disoproxil Fumarate,N/A - From RDC,SO-37830,FPQ-6470,2010,ARV,3/17/2011,3/31/2011,Truck,Adult,SCMS,16222.85,3236.666666667,1846.45,97100,856422,8.82,30,0.29,14340
Generic,3/15/2011,Uganda,10mg/ml,Oral suspension,From RDC,N/A - From RDC,Aurobindo,Nevirapine,N/A - From RDC,SO-38860,FPQ-7166,2011,ARV,3/15/2011,3/9/2011,Air,Pediatric,SCMS,6218.58,4.166666667,3.22,1000,1950,1.95,240,0.01,369
Generic,3/18/2011,Ethiopia,300mg,Tablet,From RDC,N/A - From RDC,Aurobindo,Tenofovir Disoproxil Fumarate,N/A - From RDC,SO-38580,FPQ-7001,2011,ARV,3/18/2011,4/30/2011,Air,Adult,SCMS,4277.04,233.1,75.81,6993,45944.01,6.57,30,0.22,629
Generic,6/10/2011,Côte d'Ivoire,300mg,Tablet,From RDC,N/A - From RDC,Aurobindo,Tenofovir Disoproxil Fumarate,N/A - From RDC,SO-38540,FPQ-6891,2010,ARV,6/10/2011,4/20/2011,Air,Adult,SCMS,60010.73,28.633333333,9.31,859,5643.63,6.57,30,0.22,12232
Generic,5/20/2011,Zimbabwe,150/30mg,Tablet - FDC,From RDC,N/A - From RDC,Cipla,Lamivudine/Stavudine,N/A - From RDC,SO-39260,FPQ-6470,2010,ARV,5/20/2011,3/31/2011,Truck,Adult,SCMS,3403.98,46.433333333,19.7,2786,9138.08,3.28,60,0.05,213
Generic,5/4/2011,Haiti,100mg,Capsule,From RDC,N/A - From RDC,Aurobindo,Zidovudine,N/A - From RDC,SO-37790,FPQ-6484,2010,ARV,5/4/2011,4/14/2011,Air,Pediatric,SCMS,2452.54,12.42,12.96,1242,6011.28,4.84,100,0.05,260
Generic,5/4/2011,Haiti,200mg,Capsule,From RDC,N/A - From RDC,Aurobindo,Efavirenz,N/A - From RDC,SO-39310,FPQ-6484,2010,ARV,5/4/2011,5/12/2011,Air,Pediatric,SCMS,2452.54,14,26.38,1260,12234.6,9.71,90,0.11,194
Generic,5/24/2011,Uganda,150/300/200mg,Tablet - FDC,From RDC,N/A - From RDC,Mylan,Lamivudine/Nevirapine/Zidovudine,N/A - From RDC,SO-38810,FPQ-7162,2011,ARV,5/24/2011,5/11/2011,Truck,Adult,SCMS,78442.21,1666.666666667,1851.3,100000,1122000,11.22,60,0.19,14983
Generic,7/5/2011,Nigeria,600mg,Tablet,From RDC,N/A - From RDC,Mylan,Efavirenz,N/A - From RDC,SO-39640,FPQ-7217,2011,ARV,7/5/2011,6/15/2011,Air Charter,Adult,SCMS,13398.06,1915.6,409.63,57468,248261.76,4.32,30,0.14,4915
Generic,6/30/2011,Zimbabwe,600mg,Tablet,From RDC,N/A - From RDC,Aurobindo,Efavirenz,N/A - From RDC,SO-37860,FPQ-6470,2010,ARV,6/30/2011,5/31/2011,Truck,Adult,SCMS,4428.06,213.066666667,59.81,6392,27741.28,4.34,30,0.14,571
Generic,6/30/2011,Zimbabwe,30/50/60mg,Chewable/dispersible tablet - FDC,From RDC,N/A - From RDC,Mylan,Lamivudine/Nevirapine/Zidovudine,N/A - From RDC,SO-39520,FPQ-6483,2010,ARV,6/30/2011,5/31/2011,Truck,Pediatric,SCMS,4428.06,583.333333333,320.7,35000,148750,4.25,60,0.07,2032
Generic,6/15/2011,Guyana,100mg,Capsule,From RDC,N/A - From RDC,Aurobindo,Zidovudine,N/A - From RDC,SO-39720,FPQ-7621,2011,ARV,6/15/2011,10/27/2011,Air,Pediatric,SCMS,4398.32,10.43,8.19,1043,4964.68,4.76,100,0.05,332
Generic,7/6/2011,Nigeria,200mg,Capsule,From RDC,N/A - From RDC,Aurobindo,Efavirenz,N/A - From RDC,SO-39850,FPQ-7217,2011,ARV,7/6/2011,6/15/2011,Air Charter,Pediatric,SCMS,13398.06,14.222222222,20.47,1280,12403.2,9.69,90,0.11,177
Generic,8/5/2011,Zambia,10mg/ml,Oral suspension,From RDC,N/A - From RDC,Aurobindo,Nevirapine,N/A - From RDC,SO-39040,FPQ-7233,2011,ARV,8/5/2011,8/15/2011,Truck,Pediatric,SCMS,3949.19,83.333333333,59.4,20000,36000,1.8,240,0.01,7469
Generic,8/11/2011,Zimbabwe,150/200/30mg,Tablet - FDC,From RDC,N/A - From RDC,Cipla,Lamivudine/Nevirapine/Stavudine,N/A - From RDC,SO-37841,FPQ-6470,2010,ARV,8/11/2011,8/15/2011,Truck,Adult,SCMS,16064.09,862.033333333,599.94,51722,278264.36,5.38,60,0.09,9134
Generic,8/4/2011,Zimbabwe,125mg,Delayed-release capsules,From RDC,N/A - From RDC,Aurobindo,Didanosine,N/A - From RDC,SO-38901,FPQ-6483,2010,ARV,8/4/2011,9/30/2011,Air,Pediatric,SCMS,940.23,4.133333333,2.27,124,1054,8.5,30,0.28,8
Generic,7/18/2011,Zambia,200/300mg,Tablet - FDC,From RDC,N/A - From RDC,Mylan,Emtricitabine/Tenofovir Disoproxil Fumarate,N/A - From RDC,SO-39031,FPQ-7233,2011,ARV,7/18/2011,8/15/2011,Air,Adult,SCMS,3798.73,333.833333333,180.45,10015,109363.8,10.92,30,0.36,846
Generic,8/5/2011,Uganda,200mg,Tablet,From RDC,N/A - From RDC,Strides,Nevirapine,N/A - From RDC,SO-38801,FPQ-7162,2011,ARV,8/5/2011,8/5/2011,Truck,Adult,SCMS,3865.63,7.516666667,1.87,451,1132.01,2.51,60,0.04,698
Generic,8/2/2011,Uganda,150/300mg,Tablet - FDC,From RDC,N/A - From RDC,Aurobindo,Lamivudine/Zidovudine,N/A - From RDC,SO-38820,FPQ-7162,2011,ARV,8/2/2011,7/29/2011,Truck,Adult,SCMS,10928.52,251.783333333,205.89,15107,124783.82,8.26,60,0.14,1409
Generic,9/5/2011,Zimbabwe,300/300mg,Tablet - FDC,From RDC,N/A - From RDC,Mylan,Lamivudine/Tenofovir Disoproxil Fumarate,N/A - From RDC,SO-37843,FPQ-6470,2010,ARV,9/5/2011,9/6/2011,Truck,Adult,SCMS,4969.87,337.133333333,188.18,10114,87283.82,8.63,30,0.29,1019
Generic,9/12/2011,Côte d'Ivoire,150/300/200mg,Tablet - FDC,From RDC,N/A - From RDC,Mylan,Lamivudine/Nevirapine/Zidovudine,N/A - From RDC,SO-40121,FPQ-7659,2011,ARV,9/12/2011,9/27/2011,Air,Adult,SCMS,60432.88,2667.633333333,2963.15,160058,1795850.76,11.22,60,0.19,26409
Generic,11/2/2011,Mozambique,150/300/200mg,Tablet - FDC,From RDC,N/A - From RDC,Aurobindo,Lamivudine/Nevirapine/Zidovudine,N/A - From RDC,SO-40180,FPQ-7053,2011,ARV,11/2/2011,11/2/2011,Truck,Adult,SCMS,11969.68,1984.966666667,2204.86,119098,1336279.56,11.22,60,0.19,15808
Generic,8/21/2011,Uganda,300mg,Tablet,From RDC,N/A - From RDC,Mylan,Tenofovir Disoproxil Fumarate,N/A - From RDC,SO-40210,FPQ-8048,2011,ARV,8/21/2011,11/3/2011,Air,Adult,SCMS,1812.94,81.566666667,25.92,2447,15709.74,6.42,30,0.21,138
Generic,9/14/2011,Uganda,10mg/ml,Oral suspension,From RDC,N/A - From RDC,Aurobindo,Nevirapine,N/A - From RDC,SO-38871,FPQ-7166,2011,ARV,9/14/2011,8/31/2011,Air,Pediatric,SCMS,24213.81,47.191666667,36.44,11326,22085.7,1.95,240,0.01,4274
